,gene,export,import,pair,cell_type,mean,std,n,frac_nonzero
253,CD4,SLC43A2,SLC43A2,SLC43A2@SLC43A2,2,3.6374113e-05,6.4070955e-06,19889,1.0
254,CD4,SLC6A17,SLC6A17,SLC6A17@SLC6A17,2,3.174202e-05,8.757893e-06,19889,1.0
255,CD4,SLC6A17,SLC6A9,SLC6A17@SLC6A9,2,1.8724657e-08,1.035056e-08,19889,1.0
256,CD4,SLC6A9,SLC6A17,SLC6A9@SLC6A17,2,0.0,0.0,19889,0.0
257,CD4,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,2,0.0026241778,0.00039513165,19889,1.0
258,CD4,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,2,7.275715e-05,2.319761e-05,19889,1.0
259,CD4,SLC16A1,SLC22A5,SLC16A1@SLC22A5,2,9.315299e-06,4.959023e-06,19889,1.0
260,CD4,SLC22A5,SLC16A1,SLC22A5@SLC16A1,2,1.4246598e-05,9.097869e-06,19889,1.0
261,CD4,SLC29A1,SLC5A3,SLC29A1@SLC5A3,2,0.00065547467,0.00013983053,19889,1.0
262,CD4,SLC5A3,SLC29A1,SLC5A3@SLC29A1,2,0.0008659108,0.00026627947,19889,1.0
263,CD4,SLC1A5,SLC5A3,SLC1A5@SLC5A3,2,9.846988e-05,4.09136e-05,19889,1.0
264,CD4,SLC5A3,SLC1A5,SLC5A3@SLC1A5,2,0.00064990675,0.00016911555,19889,1.0
265,CD4,SLC1A5,SLC22A5,SLC1A5@SLC22A5,2,2.586208e-05,7.153939e-06,19889,1.0
266,CD4,SLC22A5,SLC1A5,SLC22A5@SLC1A5,2,0.00014241178,2.4990133e-05,19889,1.0
267,CD4,SLC12A2,SLC29A1,SLC12A2@SLC29A1,2,0.00037405043,0.00014712659,19889,1.0
268,CD4,SLC29A1,SLC12A2,SLC29A1@SLC12A2,2,7.8832156e-05,1.5082376e-05,19889,1.0
269,CD4,SLC12A2,SLC12A2,SLC12A2@SLC12A2,2,0.0,0.0,19889,0.0
270,CD4,SLC5A3,SLC5A3,SLC5A3@SLC5A3,2,0.00012913113,3.8468163e-05,19889,1.0
271,CD4,SLC12A2,SLC5A3,SLC12A2@SLC5A3,2,9.471557e-05,2.3175835e-05,19889,1.0
272,CD4,SLC5A3,SLC12A2,SLC5A3@SLC12A2,2,0.0,0.0,19889,0.0
273,CD4,SLC1A5,SLC1A5,SLC1A5@SLC1A5,2,0.00040727327,0.0001854995,19889,1.0
274,CD4,SLC12A2,SLC22A5,SLC12A2@SLC22A5,2,8.213305e-08,4.513135e-08,19889,1.0
275,CD4,SLC22A5,SLC12A2,SLC22A5@SLC12A2,2,0.0,0.0,19889,0.0
276,CD4,SLC22A5,SLC29A1,SLC22A5@SLC29A1,2,0.00016331922,5.3347656e-05,19889,1.0
277,CD4,SLC29A1,SLC22A5,SLC29A1@SLC22A5,2,0.00013848259,7.2864415e-05,19889,1.0
278,CD4,SLC1A5,SLC29A1,SLC1A5@SLC29A1,2,0.00071778684,0.00018196652,19889,1.0
279,CD4,SLC29A1,SLC1A5,SLC29A1@SLC1A5,2,0.0025339173,0.00021976052,19889,1.0
280,CD4,SLC22A5,SLC5A3,SLC22A5@SLC5A3,2,7.3269814e-07,3.2142447e-07,19889,1.0
281,CD4,SLC5A3,SLC22A5,SLC5A3@SLC22A5,2,1.6425378e-05,7.798863e-06,19889,1.0
282,CD4,SLC12A2,SLC1A5,SLC12A2@SLC1A5,2,0.00039270855,6.73764e-05,19889,1.0
283,CD4,SLC1A5,SLC12A2,SLC1A5@SLC12A2,2,0.0,0.0,19889,0.0
284,CD4,ABCC1,SLCO2B1,ABCC1@SLCO2B1,2,0.0076667373,0.0013491503,19889,1.0
285,CD4,SLCO2B1,ABCC1,SLCO2B1@ABCC1,2,0.0009378092,0.00015923251,19889,1.0
286,CD4,ABCC2,SLCO2B1,ABCC2@SLCO2B1,2,0.003085643,0.00095221214,19889,1.0
287,CD4,SLCO2B1,ABCC2,SLCO2B1@ABCC2,2,0.0,0.0,19889,0.0
288,CD4,ABCC3,SLCO2B1,ABCC3@SLCO2B1,2,6.1662584e-05,3.4255918e-05,19889,1.0
289,CD4,SLCO2B1,ABCC3,SLCO2B1@ABCC3,2,1.3100457e-07,5.9416415e-08,19889,1.0
290,CD4,ABCC4,SLC16A1,ABCC4@SLC16A1,2,1.4700999e-05,4.787132e-06,19889,1.0
291,CD4,SLC16A1,ABCC4,SLC16A1@ABCC4,2,3.6833155e-06,1.6741452e-06,19889,1.0
292,CD4,ABCC4,SLCO2B1,ABCC4@SLCO2B1,2,0.0025828227,0.00018112792,19889,1.0
293,CD4,SLCO2B1,ABCC4,SLCO2B1@ABCC4,2,8.124545e-05,4.5569144e-05,19889,1.0
294,CD4,ABCC1,SLC16A1,ABCC1@SLC16A1,2,0.00016410691,5.8428104e-05,19889,1.0
295,CD4,SLC16A1,ABCC1,SLC16A1@ABCC1,2,0.0005021462,0.000111992595,19889,1.0
296,CD4,ABCC2,SLC16A1,ABCC2@SLC16A1,2,3.4054337e-05,2.1641412e-05,19889,1.0
297,CD4,SLC16A1,ABCC2,SLC16A1@ABCC2,2,0.0,0.0,19889,0.0
298,CD4,SLC23A2,SLC23A2,SLC23A2@SLC23A2,2,4.9472237e-05,3.3022392e-05,19889,1.0
299,CD4,SCARB1,SCARB1,SCARB1@SCARB1,2,0.00022292345,0.00012934004,19889,1.0
300,CD4,ABCA1,ABCA1,ABCA1@ABCA1,3,0.0,0.0,6530,0.0
301,CD4,ATP7A,ATP7A,ATP7A@ATP7A,3,0.0,0.0,6530,0.0
302,CD4,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,3,0.0,0.0,6530,0.0
303,CD4,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,3,0.0,0.0,6530,0.0
304,CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,3,0.0,0.0,6530,0.0
305,CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,3,0.0,0.0,6530,0.0
306,CD4,SLC16A1,SLC16A1,SLC16A1@SLC16A1,3,0.0,0.0,6530,0.0
307,CD4,SLC16A1,SLC16A4,SLC16A1@SLC16A4,3,0.0,0.0,6530,0.0
308,CD4,SLC16A4,SLC16A1,SLC16A4@SLC16A1,3,0.0,0.0,6530,0.0
309,CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,3,0.0,0.0,6530,0.0
310,CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,3,0.0,0.0,6530,0.0
311,CD4,CD38,CD38,CD38@CD38,3,0.0,0.0,6530,0.0
312,CD4,TAP1,TAP1,TAP1@TAP1,3,0.0,0.0,6530,0.0
313,CD4,ATP7B,TAP1,ATP7B@TAP1,3,0.0,0.0,6530,0.0
314,CD4,ATP7A,TAP1,ATP7A@TAP1,3,0.0,0.0,6530,0.0
315,CD4,TAP1,ATP7A,TAP1@ATP7A,3,0.0,0.0,6530,0.0
316,CD4,ABCC2,ABCC2,ABCC2@ABCC2,3,0.0,0.0,6530,0.0
317,CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,3,0.0,0.0,6530,0.0
318,CD4,CLCN3,CLCN5,CLCN3@CLCN5,3,0.0,0.0,6530,0.0
319,CD4,CLCN5,CLCN3,CLCN5@CLCN3,3,0.0,0.0,6530,0.0
320,CD4,CLCN3,CLCN3,CLCN3@CLCN3,3,0.0,0.0,6530,0.0
321,CD4,CD36,CD36,CD36@CD36,3,0.0,0.0,6530,0.0
322,CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,3,0.0,0.0,6530,0.0
323,CD4,SLC2A1,SLC2A3,SLC2A1@SLC2A3,3,0.0,0.0,6530,0.0
324,CD4,SLC2A3,SLC2A1,SLC2A3@SLC2A1,3,0.0,0.0,6530,0.0
325,CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,3,0.0,0.0,6530,0.0
326,CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,3,0.0,0.0,6530,0.0
327,CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,3,0.0,0.0,6530,0.0
328,CD4,ABCB1,SLCO2B1,ABCB1@SLCO2B1,3,0.0,0.0,6530,0.0
329,CD4,SLCO2B1,ABCB1,SLCO2B1@ABCB1,3,0.0,0.0,6530,0.0
330,CD4,CHRNA5,SLC29A1,CHRNA5@SLC29A1,3,0.0,0.0,6530,0.0
331,CD4,SLC29A1,CHRNA5,SLC29A1@CHRNA5,3,0.0,0.0,6530,0.0
332,CD4,MSR1,MSR1,MSR1@MSR1,3,0.0,0.0,6530,0.0
333,CD4,CD36,CPT1A,CD36@CPT1A,3,0.0,0.0,6530,0.0
334,CD4,CPT1A,CD36,CPT1A@CD36,3,0.0,0.0,6530,0.0
335,CD4,CPT1A,CPT1A,CPT1A@CPT1A,3,0.0,0.0,6530,0.0
336,CD4,CD36,MSR1,CD36@MSR1,3,0.0,0.0,6530,0.0
337,CD4,MSR1,CD36,MSR1@CD36,3,0.0,0.0,6530,0.0
338,CD4,CPT1A,MSR1,CPT1A@MSR1,3,0.0,0.0,6530,0.0
339,CD4,MSR1,CPT1A,MSR1@CPT1A,3,0.0,0.0,6530,0.0
340,CD4,ABCC3,FOLR2,ABCC3@FOLR2,3,0.0,0.0,6530,0.0
341,CD4,FOLR2,FOLR2,FOLR2@FOLR2,3,0.0,0.0,6530,0.0
342,CD4,ABCC1,ABCC1,ABCC1@ABCC1,3,0.0,0.0,6530,0.0
343,CD4,ABCC4,ABCC1,ABCC4@ABCC1,3,0.0,0.0,6530,0.0
344,CD4,LRP1,LRP1,LRP1@LRP1,3,0.0,0.0,6530,0.0
345,CD4,SLC3A2,SLC3A2,SLC3A2@SLC3A2,3,0.0,0.0,6530,0.0
346,CD4,CUBN,SLC11A2,CUBN@SLC11A2,3,0.0,0.0,6530,0.0
347,CD4,CUBN,SLC3A2,CUBN@SLC3A2,3,0.0,0.0,6530,0.0
348,CD4,SLC11A2,SLC11A2,SLC11A2@SLC11A2,3,0.0,0.0,6530,0.0
349,CD4,SLC11A2,SLC3A2,SLC11A2@SLC3A2,3,0.0,0.0,6530,0.0
350,CD4,SLC3A2,SLC11A2,SLC3A2@SLC11A2,3,0.0,0.0,6530,0.0
351,CD4,SLC40A1,SLC40A1,SLC40A1@SLC40A1,3,0.0,0.0,6530,0.0
352,CD4,SLC7A5,SLC7A5,SLC7A5@SLC7A5,3,0.0,0.0,6530,0.0
353,CD4,SLC43A2,SLC43A2,SLC43A2@SLC43A2,3,0.0,0.0,6530,0.0
354,CD4,SLC6A17,SLC6A17,SLC6A17@SLC6A17,3,0.0,0.0,6530,0.0
355,CD4,SLC6A17,SLC6A9,SLC6A17@SLC6A9,3,0.0,0.0,6530,0.0
356,CD4,SLC6A9,SLC6A17,SLC6A9@SLC6A17,3,0.0,0.0,6530,0.0
357,CD4,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,3,0.0,0.0,6530,0.0
358,CD4,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,3,0.0,0.0,6530,0.0
359,CD4,SLC16A1,SLC22A5,SLC16A1@SLC22A5,3,0.0,0.0,6530,0.0
360,CD4,SLC22A5,SLC16A1,SLC22A5@SLC16A1,3,0.0,0.0,6530,0.0
361,CD4,SLC29A1,SLC5A3,SLC29A1@SLC5A3,3,0.0,0.0,6530,0.0
362,CD4,SLC5A3,SLC29A1,SLC5A3@SLC29A1,3,0.0,0.0,6530,0.0
363,CD4,SLC1A5,SLC5A3,SLC1A5@SLC5A3,3,0.0,0.0,6530,0.0
364,CD4,SLC5A3,SLC1A5,SLC5A3@SLC1A5,3,0.0,0.0,6530,0.0
365,CD4,SLC1A5,SLC22A5,SLC1A5@SLC22A5,3,0.0,0.0,6530,0.0
366,CD4,SLC22A5,SLC1A5,SLC22A5@SLC1A5,3,0.0,0.0,6530,0.0
367,CD4,SLC12A2,SLC29A1,SLC12A2@SLC29A1,3,0.0,0.0,6530,0.0
368,CD4,SLC29A1,SLC12A2,SLC29A1@SLC12A2,3,0.0,0.0,6530,0.0
369,CD4,SLC12A2,SLC12A2,SLC12A2@SLC12A2,3,0.0,0.0,6530,0.0
370,CD4,SLC5A3,SLC5A3,SLC5A3@SLC5A3,3,0.0,0.0,6530,0.0
371,CD4,SLC12A2,SLC5A3,SLC12A2@SLC5A3,3,0.0,0.0,6530,0.0
372,CD4,SLC5A3,SLC12A2,SLC5A3@SLC12A2,3,0.0,0.0,6530,0.0
373,CD4,SLC1A5,SLC1A5,SLC1A5@SLC1A5,3,0.0,0.0,6530,0.0
374,CD4,SLC12A2,SLC22A5,SLC12A2@SLC22A5,3,0.0,0.0,6530,0.0
375,CD4,SLC22A5,SLC12A2,SLC22A5@SLC12A2,3,0.0,0.0,6530,0.0
376,CD4,SLC22A5,SLC29A1,SLC22A5@SLC29A1,3,0.0,0.0,6530,0.0
377,CD4,SLC29A1,SLC22A5,SLC29A1@SLC22A5,3,0.0,0.0,6530,0.0
378,CD4,SLC1A5,SLC29A1,SLC1A5@SLC29A1,3,0.0,0.0,6530,0.0
379,CD4,SLC29A1,SLC1A5,SLC29A1@SLC1A5,3,0.0,0.0,6530,0.0
380,CD4,SLC22A5,SLC5A3,SLC22A5@SLC5A3,3,0.0,0.0,6530,0.0
381,CD4,SLC5A3,SLC22A5,SLC5A3@SLC22A5,3,0.0,0.0,6530,0.0
382,CD4,SLC12A2,SLC1A5,SLC12A2@SLC1A5,3,0.0,0.0,6530,0.0
383,CD4,SLC1A5,SLC12A2,SLC1A5@SLC12A2,3,0.0,0.0,6530,0.0
384,CD4,ABCC1,SLCO2B1,ABCC1@SLCO2B1,3,0.0,0.0,6530,0.0
385,CD4,SLCO2B1,ABCC1,SLCO2B1@ABCC1,3,0.0,0.0,6530,0.0
386,CD4,ABCC2,SLCO2B1,ABCC2@SLCO2B1,3,0.0,0.0,6530,0.0
387,CD4,SLCO2B1,ABCC2,SLCO2B1@ABCC2,3,0.0,0.0,6530,0.0
388,CD4,ABCC3,SLCO2B1,ABCC3@SLCO2B1,3,0.0,0.0,6530,0.0
389,CD4,SLCO2B1,ABCC3,SLCO2B1@ABCC3,3,0.0,0.0,6530,0.0
390,CD4,ABCC4,SLC16A1,ABCC4@SLC16A1,3,0.0,0.0,6530,0.0
391,CD4,SLC16A1,ABCC4,SLC16A1@ABCC4,3,0.0,0.0,6530,0.0
392,CD4,ABCC4,SLCO2B1,ABCC4@SLCO2B1,3,0.0,0.0,6530,0.0
393,CD4,SLCO2B1,ABCC4,SLCO2B1@ABCC4,3,0.0,0.0,6530,0.0
394,CD4,ABCC1,SLC16A1,ABCC1@SLC16A1,3,0.0,0.0,6530,0.0
395,CD4,SLC16A1,ABCC1,SLC16A1@ABCC1,3,0.0,0.0,6530,0.0
396,CD4,ABCC2,SLC16A1,ABCC2@SLC16A1,3,0.0,0.0,6530,0.0
397,CD4,SLC16A1,ABCC2,SLC16A1@ABCC2,3,0.0,0.0,6530,0.0
398,CD4,SLC23A2,SLC23A2,SLC23A2@SLC23A2,3,0.0,0.0,6530,0.0
399,CD4,SCARB1,SCARB1,SCARB1@SCARB1,3,0.0,0.0,6530,0.0
400,CD4,ABCA1,ABCA1,ABCA1@ABCA1,4,0.0,0.0,5688,0.0
401,CD4,ATP7A,ATP7A,ATP7A@ATP7A,4,0.0,0.0,5688,0.0
402,CD4,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,4,0.0,0.0,5688,0.0
403,CD4,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,4,0.0,0.0,5688,0.0
404,CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,4,0.0,0.0,5688,0.0
405,CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,4,0.0,0.0,5688,0.0
406,CD4,SLC16A1,SLC16A1,SLC16A1@SLC16A1,4,0.0,0.0,5688,0.0
407,CD4,SLC16A1,SLC16A4,SLC16A1@SLC16A4,4,0.0,0.0,5688,0.0
408,CD4,SLC16A4,SLC16A1,SLC16A4@SLC16A1,4,0.0,0.0,5688,0.0
409,CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,4,0.0,0.0,5688,0.0
410,CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,4,0.0,0.0,5688,0.0
411,CD4,CD38,CD38,CD38@CD38,4,0.0,0.0,5688,0.0
412,CD4,TAP1,TAP1,TAP1@TAP1,4,0.0,0.0,5688,0.0
413,CD4,ATP7B,TAP1,ATP7B@TAP1,4,0.0,0.0,5688,0.0
414,CD4,ATP7A,TAP1,ATP7A@TAP1,4,0.0,0.0,5688,0.0
415,CD4,TAP1,ATP7A,TAP1@ATP7A,4,0.0,0.0,5688,0.0
416,CD4,ABCC2,ABCC2,ABCC2@ABCC2,4,0.0,0.0,5688,0.0
417,CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,4,0.0,0.0,5688,0.0
418,CD4,CLCN3,CLCN5,CLCN3@CLCN5,4,0.0,0.0,5688,0.0
419,CD4,CLCN5,CLCN3,CLCN5@CLCN3,4,0.0,0.0,5688,0.0
420,CD4,CLCN3,CLCN3,CLCN3@CLCN3,4,0.0,0.0,5688,0.0
421,CD4,CD36,CD36,CD36@CD36,4,0.0,0.0,5688,0.0
422,CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,4,0.0,0.0,5688,0.0
423,CD4,SLC2A1,SLC2A3,SLC2A1@SLC2A3,4,0.0,0.0,5688,0.0
424,CD4,SLC2A3,SLC2A1,SLC2A3@SLC2A1,4,0.0,0.0,5688,0.0
425,CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,4,0.0,0.0,5688,0.0
426,CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,4,0.0,0.0,5688,0.0
427,CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,4,0.0,0.0,5688,0.0
428,CD4,ABCB1,SLCO2B1,ABCB1@SLCO2B1,4,0.0,0.0,5688,0.0
429,CD4,SLCO2B1,ABCB1,SLCO2B1@ABCB1,4,0.0,0.0,5688,0.0
430,CD4,CHRNA5,SLC29A1,CHRNA5@SLC29A1,4,0.0,0.0,5688,0.0
431,CD4,SLC29A1,CHRNA5,SLC29A1@CHRNA5,4,0.0,0.0,5688,0.0
432,CD4,MSR1,MSR1,MSR1@MSR1,4,0.0,0.0,5688,0.0
433,CD4,CD36,CPT1A,CD36@CPT1A,4,0.0,0.0,5688,0.0
434,CD4,CPT1A,CD36,CPT1A@CD36,4,0.0,0.0,5688,0.0
435,CD4,CPT1A,CPT1A,CPT1A@CPT1A,4,0.0,0.0,5688,0.0
436,CD4,CD36,MSR1,CD36@MSR1,4,0.0,0.0,5688,0.0
437,CD4,MSR1,CD36,MSR1@CD36,4,0.0,0.0,5688,0.0
438,CD4,CPT1A,MSR1,CPT1A@MSR1,4,0.0,0.0,5688,0.0
439,CD4,MSR1,CPT1A,MSR1@CPT1A,4,0.0,0.0,5688,0.0
440,CD4,ABCC3,FOLR2,ABCC3@FOLR2,4,0.0,0.0,5688,0.0
441,CD4,FOLR2,FOLR2,FOLR2@FOLR2,4,0.0,0.0,5688,0.0
442,CD4,ABCC1,ABCC1,ABCC1@ABCC1,4,0.0,0.0,5688,0.0
443,CD4,ABCC4,ABCC1,ABCC4@ABCC1,4,0.0,0.0,5688,0.0
444,CD4,LRP1,LRP1,LRP1@LRP1,4,0.0,0.0,5688,0.0
445,CD4,SLC3A2,SLC3A2,SLC3A2@SLC3A2,4,0.0,0.0,5688,0.0
446,CD4,CUBN,SLC11A2,CUBN@SLC11A2,4,0.0,0.0,5688,0.0
447,CD4,CUBN,SLC3A2,CUBN@SLC3A2,4,0.0,0.0,5688,0.0
448,CD4,SLC11A2,SLC11A2,SLC11A2@SLC11A2,4,0.0,0.0,5688,0.0
449,CD4,SLC11A2,SLC3A2,SLC11A2@SLC3A2,4,0.0,0.0,5688,0.0
450,CD4,SLC3A2,SLC11A2,SLC3A2@SLC11A2,4,0.0,0.0,5688,0.0
451,CD4,SLC40A1,SLC40A1,SLC40A1@SLC40A1,4,0.0,0.0,5688,0.0
452,CD4,SLC7A5,SLC7A5,SLC7A5@SLC7A5,4,0.0,0.0,5688,0.0
453,CD4,SLC43A2,SLC43A2,SLC43A2@SLC43A2,4,0.0,0.0,5688,0.0
454,CD4,SLC6A17,SLC6A17,SLC6A17@SLC6A17,4,0.0,0.0,5688,0.0
455,CD4,SLC6A17,SLC6A9,SLC6A17@SLC6A9,4,0.0,0.0,5688,0.0
456,CD4,SLC6A9,SLC6A17,SLC6A9@SLC6A17,4,0.0,0.0,5688,0.0
457,CD4,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,4,0.0,0.0,5688,0.0
458,CD4,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,4,0.0,0.0,5688,0.0
459,CD4,SLC16A1,SLC22A5,SLC16A1@SLC22A5,4,0.0,0.0,5688,0.0
460,CD4,SLC22A5,SLC16A1,SLC22A5@SLC16A1,4,0.0,0.0,5688,0.0
461,CD4,SLC29A1,SLC5A3,SLC29A1@SLC5A3,4,0.0,0.0,5688,0.0
462,CD4,SLC5A3,SLC29A1,SLC5A3@SLC29A1,4,0.0,0.0,5688,0.0
463,CD4,SLC1A5,SLC5A3,SLC1A5@SLC5A3,4,0.0,0.0,5688,0.0
464,CD4,SLC5A3,SLC1A5,SLC5A3@SLC1A5,4,0.0,0.0,5688,0.0
465,CD4,SLC1A5,SLC22A5,SLC1A5@SLC22A5,4,0.0,0.0,5688,0.0
466,CD4,SLC22A5,SLC1A5,SLC22A5@SLC1A5,4,0.0,0.0,5688,0.0
467,CD4,SLC12A2,SLC29A1,SLC12A2@SLC29A1,4,0.0,0.0,5688,0.0
468,CD4,SLC29A1,SLC12A2,SLC29A1@SLC12A2,4,0.0,0.0,5688,0.0
469,CD4,SLC12A2,SLC12A2,SLC12A2@SLC12A2,4,0.0,0.0,5688,0.0
470,CD4,SLC5A3,SLC5A3,SLC5A3@SLC5A3,4,0.0,0.0,5688,0.0
471,CD4,SLC12A2,SLC5A3,SLC12A2@SLC5A3,4,0.0,0.0,5688,0.0
472,CD4,SLC5A3,SLC12A2,SLC5A3@SLC12A2,4,0.0,0.0,5688,0.0
473,CD4,SLC1A5,SLC1A5,SLC1A5@SLC1A5,4,0.0,0.0,5688,0.0
474,CD4,SLC12A2,SLC22A5,SLC12A2@SLC22A5,4,0.0,0.0,5688,0.0
475,CD4,SLC22A5,SLC12A2,SLC22A5@SLC12A2,4,0.0,0.0,5688,0.0
476,CD4,SLC22A5,SLC29A1,SLC22A5@SLC29A1,4,0.0,0.0,5688,0.0
477,CD4,SLC29A1,SLC22A5,SLC29A1@SLC22A5,4,0.0,0.0,5688,0.0
478,CD4,SLC1A5,SLC29A1,SLC1A5@SLC29A1,4,0.0,0.0,5688,0.0
479,CD4,SLC29A1,SLC1A5,SLC29A1@SLC1A5,4,0.0,0.0,5688,0.0
480,CD4,SLC22A5,SLC5A3,SLC22A5@SLC5A3,4,0.0,0.0,5688,0.0
481,CD4,SLC5A3,SLC22A5,SLC5A3@SLC22A5,4,0.0,0.0,5688,0.0
482,CD4,SLC12A2,SLC1A5,SLC12A2@SLC1A5,4,0.0,0.0,5688,0.0
483,CD4,SLC1A5,SLC12A2,SLC1A5@SLC12A2,4,0.0,0.0,5688,0.0
484,CD4,ABCC1,SLCO2B1,ABCC1@SLCO2B1,4,0.0,0.0,5688,0.0
485,CD4,SLCO2B1,ABCC1,SLCO2B1@ABCC1,4,0.0,0.0,5688,0.0
486,CD4,ABCC2,SLCO2B1,ABCC2@SLCO2B1,4,0.0,0.0,5688,0.0
487,CD4,SLCO2B1,ABCC2,SLCO2B1@ABCC2,4,0.0,0.0,5688,0.0
488,CD4,ABCC3,SLCO2B1,ABCC3@SLCO2B1,4,0.0,0.0,5688,0.0
489,CD4,SLCO2B1,ABCC3,SLCO2B1@ABCC3,4,0.0,0.0,5688,0.0
490,CD4,ABCC4,SLC16A1,ABCC4@SLC16A1,4,0.0,0.0,5688,0.0
491,CD4,SLC16A1,ABCC4,SLC16A1@ABCC4,4,0.0,0.0,5688,0.0
492,CD4,ABCC4,SLCO2B1,ABCC4@SLCO2B1,4,0.0,0.0,5688,0.0
493,CD4,SLCO2B1,ABCC4,SLCO2B1@ABCC4,4,0.0,0.0,5688,0.0
494,CD4,ABCC1,SLC16A1,ABCC1@SLC16A1,4,0.0,0.0,5688,0.0
495,CD4,SLC16A1,ABCC1,SLC16A1@ABCC1,4,0.0,0.0,5688,0.0
496,CD4,ABCC2,SLC16A1,ABCC2@SLC16A1,4,0.0,0.0,5688,0.0
497,CD4,SLC16A1,ABCC2,SLC16A1@ABCC2,4,0.0,0.0,5688,0.0
498,CD4,SLC23A2,SLC23A2,SLC23A2@SLC23A2,4,0.0,0.0,5688,0.0
499,CD4,SCARB1,SCARB1,SCARB1@SCARB1,4,0.0,0.0,5688,0.0
500,CD4,ABCA1,ABCA1,ABCA1@ABCA1,5,0.0,0.0,5153,0.0
501,CD4,ATP7A,ATP7A,ATP7A@ATP7A,5,0.0,0.0,5153,0.0
502,CD4,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,5,0.0,0.0,5153,0.0
503,CD4,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,5,0.0,0.0,5153,0.0
504,CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,5,0.0,0.0,5153,0.0
505,CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,5,0.0,0.0,5153,0.0
506,CD4,SLC16A1,SLC16A1,SLC16A1@SLC16A1,5,0.0,0.0,5153,0.0
507,CD4,SLC16A1,SLC16A4,SLC16A1@SLC16A4,5,0.0,0.0,5153,0.0
508,CD4,SLC16A4,SLC16A1,SLC16A4@SLC16A1,5,0.0,0.0,5153,0.0
509,CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,5,0.0,0.0,5153,0.0
510,CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,5,0.0,0.0,5153,0.0
511,CD4,CD38,CD38,CD38@CD38,5,0.0,0.0,5153,0.0
512,CD4,TAP1,TAP1,TAP1@TAP1,5,0.0,0.0,5153,0.0
513,CD4,ATP7B,TAP1,ATP7B@TAP1,5,0.0,0.0,5153,0.0
514,CD4,ATP7A,TAP1,ATP7A@TAP1,5,0.0,0.0,5153,0.0
515,CD4,TAP1,ATP7A,TAP1@ATP7A,5,0.0,0.0,5153,0.0
516,CD4,ABCC2,ABCC2,ABCC2@ABCC2,5,0.0,0.0,5153,0.0
517,CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,5,0.0,0.0,5153,0.0
518,CD4,CLCN3,CLCN5,CLCN3@CLCN5,5,0.0,0.0,5153,0.0
519,CD4,CLCN5,CLCN3,CLCN5@CLCN3,5,0.0,0.0,5153,0.0
520,CD4,CLCN3,CLCN3,CLCN3@CLCN3,5,0.0,0.0,5153,0.0
521,CD4,CD36,CD36,CD36@CD36,5,0.0,0.0,5153,0.0
522,CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,5,0.0,0.0,5153,0.0
523,CD4,SLC2A1,SLC2A3,SLC2A1@SLC2A3,5,0.0,0.0,5153,0.0
524,CD4,SLC2A3,SLC2A1,SLC2A3@SLC2A1,5,0.0,0.0,5153,0.0
525,CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,5,0.0,0.0,5153,0.0
526,CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,5,0.0,0.0,5153,0.0
527,CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,5,0.0,0.0,5153,0.0
